name,profile,url,bias,factual,credibility
Merrimack Valley News – Bias and Credibility,https://mediabiasfactcheck.com/merrimack-valley-news-bias/,www.merrimackvalleynews.com,right-center,mixed,low credibility
Metro Lex News – Bias and Credibility,https://mediabiasfactcheck.com/metro-lex-news-bias/,www.metrolexnews.com,right-center,mixed,low credibility
Mic Drop Politics – Bias and Credibility,https://mediabiasfactcheck.com/mic-drop-politics-bias/,www.micdroppolitics.com,extreme-right,low,low credibility
Fairmont Sentinel – Bias and Credibility,https://mediabiasfactcheck.com/fairmont-sentinel-bias/,www.fairmontsentinel.com,center,high,high credibility
Financial Times – Bias and Credibility,https://mediabiasfactcheck.com/financial-times/,www.ft.com,center,high,high credibility
Foreign Affairs – Bias and Credibility,https://mediabiasfactcheck.com/foreign-affairs/,www.foreignaffairs.com,center,high,high credibility
Mississippi Gulf News – Bias and Credibility,https://mediabiasfactcheck.com/mississippi-gulf-news-bias/,www.msgulfnews.com,right-center,mixed,low credibility
Maine Highlands News – Bias and Credibility,https://mediabiasfactcheck.com/maine-highlands-news-bias/,www.mainehighlandsnews.com,right-center,mixed,low credibility
Dudley News – Bias and Credibility,https://mediabiasfactcheck.com/dudley-news-bias/,www.dudleynews.co.uk,center,high,high credibility
Ealing Times – Bias and Credibility,https://mediabiasfactcheck.com/ealing-times-bias/,www.ealingtimes.co.uk,center,high,high credibility
Mercer Times – Bias and Credibility,https://mediabiasfactcheck.com/mercer-times-bias/,www.mercertimes.com,right-center,mixed,low credibility
Elmira Star-Gazette – Bias and Credibility,https://mediabiasfactcheck.com/elmira-star-gazette-bias/,www.stargazette.com,center,high,high credibility
Miami Courant – Bias and Credibility,https://mediabiasfactcheck.com/miami-courant/,www.miamicourant.com,right-center,mixed,low credibility
Factwire News Agency – Bias and Credibility,https://mediabiasfactcheck.com/factwire-news-agency/,www.factwire.org,center,high,high credibility
Military Review (topwar.ru) – Bias and Credibility,https://mediabiasfactcheck.com/military-review-topwar-ru-bias/,www.topwar.ru,right,mixed,low credibility
Forreston Journal – Bias and Credibility,https://mediabiasfactcheck.com/forreston-journal-bias/,www.shawlocal.com,center,high,high credibility
France24 – Bias and Credibility,https://mediabiasfactcheck.com/france24/,www.france24.com,center,high,high credibility
Monroe Review – Bias and Credibility,https://mediabiasfactcheck.com/monroe-review-bias/,www.monroereview.com,right-center,mixed,low credibility
Morning Poll – Bias and Credibility,https://mediabiasfactcheck.com/morning-poll-bias/,www.morningpoll.com,right,low,low credibility
Muskegon Sun – Bias and Credibility,https://mediabiasfactcheck.com/muskegon-sun-bias/,www.muskegonsun.com,right-center,mixed,low credibility
GovTrack – Bias and Credibility,https://mediabiasfactcheck.com/govtrack/,www.govtrack.us,center,high,high credibility
National Rifle Association (NRA) – Bias and Credibility,https://mediabiasfactcheck.com/national-rifle-association-nra/,home.nra.org,right,mixed,low credibility
Naugatuck Times – Bias and Credibility,https://mediabiasfactcheck.com/naugatuck-times/,www.naugatucktimes.com,right-center,mixed,low credibility
NC Massachusetts News – Bias and Credibility,https://mediabiasfactcheck.com/nc-massachusetts-news-bias/,www.ncmassnews.com,right-center,mixed,low credibility
Healthcare Finance News – Bias and Credibility,https://mediabiasfactcheck.com/healthcare-finance-news/,www.healthcarefinancenews.com,center,high,high credibility
NE Florida News – Bias and Credibility,https://mediabiasfactcheck.com/ne-florida-news/,www.nefloridanews.com,right-center,mixed,low credibility
NE Louisiana News – Bias and Credibility,https://mediabiasfactcheck.com/ne-louisiana-news-bias/,www.nelouisiananews.com,right-center,mixed,low credibility
NE New York Today – Bias and Credibility,https://mediabiasfactcheck.com/ne-new-york-today-bias/,www.nenewyorktoday.com,right-center,mixed,low credibility
Inland Valley Daily Bulletin – Bias and Credibility,https://mediabiasfactcheck.com/inland-valley-daily-bulletin/,www.dailybulletin.com,center,high,high credibility
Investigative Reporters and Editors – Bias and Credibility,https://mediabiasfactcheck.com/investigative-reporters-and-editors/,www.ire.org,center,very high,high credibility
News Pushed – Bias and Credibility,https://mediabiasfactcheck.com/news-pushed/,www.newspushed.com,extreme-right,low,low credibility
NewsAmmo – Bias and Credibility,https://mediabiasfactcheck.com/newsammo/,www.newsammo.com,extreme-right,mixed,low credibility
KABC – Los Angeles News – Bias and Credibility,https://mediabiasfactcheck.com/kabc-los-angeles-news-bias/,www.abc7.com,center,high,high credibility
KALB – Central Louisiana News – Bias and Credibility,https://mediabiasfactcheck.com/kalb-central-louisiana-news-bias/,www.kalb.com,center,high,high credibility
North Bluegrass News – Bias and Credibility,https://mediabiasfactcheck.com/north-bluegrass-news-bias/,www.northbluegrassnews.com,right-center,mixed,low credibility
KAUZ – Wichita Falls News – Bias and Credibility,https://mediabiasfactcheck.com/kauz-wichita-falls-news-bias/,www.newschannel6now.com,center,high,high credibility
KCBD – Lubbock News – Bias and Credibility,https://mediabiasfactcheck.com/kcbd-lubbock-news-bias/,www.kcbd.com,center,high,high credibility
KCRG News – Bias and Credibility,https://mediabiasfactcheck.com/kcrg-news/,www.kcrg.com,center,high,high credibility
North Inland News – Bias and Credibility,https://mediabiasfactcheck.com/north-inland-news/,www.northinlandnews.com,right-center,mixed,low credibility
Kearney Hub – Bias and Credibility,https://mediabiasfactcheck.com/kearney-hub-bias/,www.kearneyhub.com,center,high,high credibility
KERO – 23ABC – Bias and Credibility,https://mediabiasfactcheck.com/kero-23abc/,www.turnto23.com,center,high,high credibility
KEYE – Austin News – Bias and Credibility,https://mediabiasfactcheck.com/keye-austin-news-bias/,www.cbsaustin.com,center,high,high credibility
KFMB – San Diego News – Bias and Credibility,https://mediabiasfactcheck.com/kfmb-san-diego-news-bias/,www.cbs8.com,center,high,high credibility
Now8News – Bias and Credibility,https://mediabiasfactcheck.com/now8news/,www.now8news.com,No media bias rating,VeryLow,low credibility
NW Alabama News – Bias and Credibility,https://mediabiasfactcheck.com/nw-alabama-news/,www.nwalabamanews.com,right-center,mixed,low credibility
NW Clark News – Bias and Credibility,https://mediabiasfactcheck.com/nw-clark-news-bias/,www.nwclarknews.com,right-center,mixed,low credibility
NW Kentucky News – Bias and Credibility,https://mediabiasfactcheck.com/nw-kentucky-news-bias/,www.nwkentuckynews.com,right-center,mixed,low credibility
KIMT – Mason City News – Bias and Credibility,https://mediabiasfactcheck.com/kimt-mason-city-news-bias/,www.kimt.com,center,high,high credibility
KIRO 7 – Seattle – Bias and Credibility,https://mediabiasfactcheck.com/kiro-7/,www.kiro7.com,center,high,high credibility
KKTV 11 News – Bias and Credibility,https://mediabiasfactcheck.com/kktv-11-news/,www.kktv.com,center,high,high credibility
Outraged Patriot – Bias and Credibility,https://mediabiasfactcheck.com/outraged-patriot/,www.outragedpatriot.com,extreme-right,low,low credibility
Panama City Reporter – Bias and Credibility,https://mediabiasfactcheck.com/panama-city-reporter/,www.panamacityreporter.com,right-center,mixed,low credibility
KMGH – Denver7 – Bias and Credibility,https://mediabiasfactcheck.com/kmgh-denver7-bias/,www.thedenverchannel.com,center,high,high credibility
Dodge City Daily Globe – Bias and Credibility,https://mediabiasfactcheck.com/dodge-city-daily-globe-bias/,www.dodgeglobe.com,center,high,high credibility
Maryland Business Daily – Bias and Credibility,https://mediabiasfactcheck.com/maryland-business-daily-bias/,www.mdbusinessdaily.com,right-center,mixed,low credibility
McHenry Times – Bias and Credibility,https://mediabiasfactcheck.com/mchenry-times/,www.mchenrytimes.com,right-center,mixed,low credibility
Eat This Not That – Bias and Credibility,https://mediabiasfactcheck.com/eat-this-not-that/,www.eatthis.com,center,mostly,high credibility
Metric Media – Bias and Credibility,https://mediabiasfactcheck.com/metric-media/,www.metricmedianews.com,right-center,mixed,low credibility
Mexico Daily Post – Bias and Credibility,https://mediabiasfactcheck.com/mexico-daily-post-bias/,www.mexicodailypost.com,left-center,mixed,low credibility
Michigan Catholic Tribune – Bias and Credibility,https://mediabiasfactcheck.com/michigan-catholic-tribune-bias/,www.micatholictribune.com,right-center,mixed,low credibility
Federal Times – Bias and Credibility,https://mediabiasfactcheck.com/federal-times/,www.federaltimes.com,center,high,high credibility
Military Watch Magazine – Bias and Credibility,https://mediabiasfactcheck.com/military-watch-magazine-bias/,www.militarywatchmagazine.com,right-center,no factual reporting rating,low credibility
Minnesota Sun – Bias and Credibility,https://mediabiasfactcheck.com/minnesota-sun/,www.theminnesotasun.com,right,mixed,low credibility
Franklin News-Post – Bias and Credibility,https://mediabiasfactcheck.com/franklin-news-post-bias/,www.thefranklinnewspost.com,center,high,high credibility
Gallup – Bias and Credibility,https://mediabiasfactcheck.com/gallup/,news.gallup.com,center,very high,high credibility
Gladbrook Sun-Courier – Bias and Credibility,https://mediabiasfactcheck.com/gladbrook-sun-courier-bias/,www.sun-courier.com,center,high,high credibility
Global Security – Bias and Credibility,https://mediabiasfactcheck.com/global-security-bias/,www.globalsecurity.org,center,high,high credibility
Granite Falls Advocate-Tribune – Bias and Credibility,https://mediabiasfactcheck.com/granite-falls-advocate-tribune-bias/,www.granitefallsnews.com,center,high,high credibility
National Right to Life Committee (NRLC) – Bias and Credibility,https://mediabiasfactcheck.com/national-right-to-life-committee-nrlc/,www.nrlc.org,extreme-right,low,low credibility
NC Florida News – Bias and Credibility,https://mediabiasfactcheck.com/nc-florida-news/,www.ncfloridanews.com,right-center,mixed,low credibility
NC Minnesota News – Bias and Credibility,https://mediabiasfactcheck.com/nc-minnesota-news-bias/,www.ncminnesotanews.com,right-center,mixed,low credibility
Nebraska Panhandle News – Bias and Credibility,https://mediabiasfactcheck.com/nebraska-panhandle-news-bias/,www.nepanhandlenews.com,right-center,mixed,low credibility
Homeland Security News Wire – Bias and Credibility,https://mediabiasfactcheck.com/homeland-security-news-wire/,www.homelandsecuritynewswire.com,center,high,high credibility
NE Mississippi News – Bias and Credibility,https://mediabiasfactcheck.com/ne-mississippi-news-bias/,www.nemissnews.com,right-center,mixed,low credibility
Independent Record (Montana) – Bias and Credibility,https://mediabiasfactcheck.com/independent-record-montana/,www.helenair.com,center,high,high credibility
New Hampshire Business Daily – Bias and Credibility,https://mediabiasfactcheck.com/new-hampshire-business-daily-bias/,www.nhbusinessdaily.com,right-center,mixed,low credibility
News Break – Bias and Credibility,https://mediabiasfactcheck.com/news-break/,www.newsbreak.com,left-center,mixed,low credibility
Jacksonville Daily Record – Bias and Credibility,https://mediabiasfactcheck.com/jacksonville-daily-record-bias/,www.jaxdailyrecord.com,center,high,high credibility
Jewish Telegraphic Agency (JTA) – Bias and Credibility,https://mediabiasfactcheck.com/jewish-telegraphic-agency-jta/,www.jta.org,center,high,high credibility
Next News Network – Bias and Credibility,https://mediabiasfactcheck.com/next-news-network/,www.nextnewsnetwork.com,extreme-right,low,low credibility
North Acadiana News – Bias and Credibility,https://mediabiasfactcheck.com/north-acadiana-news-bias/,www.northacadiananews.com,right-center,mixed,low credibility
North Broward News – Bias and Credibility,https://mediabiasfactcheck.com/north-broward-news/,www.northbrowardnews.com,right-center,mixed,low credibility
KBMT – 12NewsNow – Bias and Credibility,https://mediabiasfactcheck.com/kbmt-12newsnow/,www.12newsnow.com,center,high,high credibility
KCDO – Denver News – Bias and Credibility,https://mediabiasfactcheck.com/kcdo-denver-news-bias/,www.thedenverchannel.com,center,high,high credibility
KCRA 3 – Bias and Credibility,https://mediabiasfactcheck.com/kcra-3/,www.kcra.com,center,high,high credibility
North Kent News – Bias and Credibility,https://mediabiasfactcheck.com/north-kent-news-bias/,www.northkentnews.com,right-center,mixed,low credibility
Kendall County Now – Bias and Credibility,https://mediabiasfactcheck.com/kendall-county-now-bias/,www.shawlocal.com,center,high,high credibility
KETK – Jacksonville Texas News – Bias and Credibility,https://mediabiasfactcheck.com/ketk-jacksonville-texas-news-bias/,www.ketk.com,center,high,high credibility
North New Castle News – Bias and Credibility,https://mediabiasfactcheck.com/north-new-castle-news/,www.northnewcastlenews.com,right-center,mixed,low credibility
